csd_code,year,muni_id,MUNID,LOCALID,muni_name,turnout,turnout_noavg,intvoting,total_treats,VBM,phonevoting,paper_ballots_eliminated,adv_only,p_int_votes,p_phone_votes,p_paper_votes,no_reg_barrier,winner,second_place,margin,compet,cd_csd_code,cd_name,cd_code,subd_name,census_subd_code,pop,area_kmsq,pop_den,p_uni,unemploy,p_65_plus,median_inc,p_imm
41069,2014,m272,41061,41061,Northern Bruce Peninsula,0.391,0.391,1,1,0,1,1,0,0.744,0.256,0,1,0.5958,0.26,0.3358,0.6642,3541069,Bruce,3541,Northern Bruce Peninsula,69,3873.890411,781.3913699,4.957682616,0.107662159,14.32876712,0.335234388,28139.35616,0.129201007
49032,2000,m287,49032,49032,Parry Sound,0.506,0.506,0,1,0,0,0,0,,,,,NA,NA,NA,NA,3549032,Parry Sound District,3549,Parry Sound,32,6124,13.33,459.4148537,0.115131579,6.1,0.19023514,19392,0.045075125
49032,2003,m287,49032,49032,Parry Sound,0.479,0.479,0,1,0,0,0,0,,,,,0.5742,0.4258,0.1484,0.8516,3549032,Parry Sound District,3549,Parry Sound,32,5971,13.33,447.9369842,0.09042547,4.9,0.21678567,20723.5,0.056049627
49032,2006,m287,49032,49032,Parry Sound,0.516,0.516,0,1,0,0,0,0,,,,,0.5432,0.4567,0.0865,0.9135,3549032,Parry Sound,3549,Parry Sound,32,5818,13.33,436.4591148,0.065719361,3.7,0.243336199,22055,0.067024129
49032,2010,m287,49032,49032,Parry Sound,0.381,0.381,0,1,0,0,0,0,,,,,0.5671,0.4328,0.1343,0.8657,3549032,Parry Sound,3549,Parry Sound,32,6191,13.36,463.3982036,0.088282504,11.1,0.234059726,24839,0.050167224
49032,2014,m287,49032,49032,Parry Sound,0.525,0.525,1,1,0,1,1,0,0.78,0.22,0,1,0.6799,0.3196,0.3603,0.6397,3549032,Parry Sound,3549,Parry Sound,32,6066.041096,13.36410959,453.9053691,0.062944398,10.73287671,0.26334027,26752.50685,0.060486253
47064,2000,m290,47064,47064,Pembroke,0.554,0.554,0,2,0,0,0,0,,,,,0.512,0.487,0.025,0.975,3547064,Renfrew County,3547,Pembroke,64,13490,14.35,940.0696864,0.093942505,8.7,0.178280208,17922,0.04540163
47064,2003,m290,47064,47064,Pembroke,0.492,0.492,0,2,0,0,0,0,,,,,0.52,0.48,0.04,0.96,3547064,Renfrew County,3547,Pembroke,64,13710,14.35,955.4006969,0.092000071,7.6,0.198436587,19779.5,0.048174969
47064,2006,m290,47064,47064,Pembroke,0.473,0.473,0,2,1,0,1,0,,,,,0.602,0.398,0.204,0.796,3547064,Renfrew,3547,Pembroke,64,13930,14.35,970.7317073,0.090057637,6.5,0.218592965,21637,0.050948308
47064,2010,m290,47064,47064,Pembroke,0.429,0.429,1,2,0,1,0,0,,,,,0.697,0.304,0.393,0.607,3547064,Renfrew,3547,Pembroke,64,14360,14.35,1000.696864,0.089950808,7.3,0.235027855,26721,0.047407407
47064,2014,m290,47064,47064,Pembroke,0.459,0.459,1,2,0,1,0,0,0.616,0.12,0.264,1,0.49,0.31,0.18,0.82,3547064,Renfrew,3547,Pembroke,64,14672.05479,14.35,1022.442843,0.087701044,6.143835616,0.260472851,29554.83562,0.050113591
43072,2000,m291,43072,43072,Penetanguishene,0.482,0.482,0,1,0,0,0,0,,,,,0.6254,0.3745,0.2509,0.7491,3543072,Simcoe County,3543,Penetanguishene,72,8316,25.36,327.9179811,0.090673575,7.1,0.140692641,20351,0.04952381
43072,2003,m291,43072,43072,Penetanguishene,0.342,0.342,0,1,0,0,0,0,,,,,NA,NA,1,0,3543072,Simcoe County,3543,Penetanguishene,72,8835,25.37,348.2459598,0.086097657,6.65,0.157999982,22547.5,0.057439754
43072,2006,m291,43072,43072,Penetanguishene,0.377,0.377,0,1,0,0,0,0,,,,,0.86,0.14,0.72,0.28,3543072,Simcoe,3543,Penetanguishene,72,9354,25.38,368.5579196,0.081521739,6.2,0.175307322,24744,0.065355697
43072,2010,m291,43072,43072,Penetanguishene,0.495,0.495,0,1,0,0,0,0,,,,,0.64,0.2,0.44,0.56,3543072,Simcoe,3543,Penetanguishene,72,9111,25.57,356.3159953,0.075555556,10.1,0.206253428,27229,0.067375887
43072,2014,m291,43072,43072,Penetanguishene,0.465,0.465,1,1,0,1,0,0,0.437,0.18,0.383,1,0.7024,0.2975,0.4049,0.5951,3543072,Simcoe,3543,Penetanguishene,72,9674.917808,25.60753425,377.8152834,0.069472831,10.11643836,0.230407917,30096.89041,0.076761382
9021,2000,m295,9021,9021,Perth Town,0.268,0.268,0,3,0,1,1,0,,,,,NA,NA,1,0,3509021,Lanark County,3509,Perth,21,6003,10.36,579.4401544,0.103559871,6,0.249875062,22829,0.066777963
9021,2003,m295,9021,9021,Perth Town,0.66,0.66,0,3,1,0,1,0,,,,,0.532,0.468,0.064,0.936,3509021,Lanark County,3509,Perth,21,5955,10.36,574.8069498,0.097651495,6.5,0.26591975,23308,0.078804941
9021,2006,m295,9021,9021,Perth Town,0.522,0.522,1,3,0,1,1,0,,,,,0.655,0.345,0.31,0.69,3509021,Lanark,3509,Perth,21,5907,10.36,570.1737452,0.091743119,7,0.281964437,23787,0.090831919
9021,2010,m295,9021,9021,Perth Town,0.413,0.413,1,3,0,1,1,0,,,,,NA,NA,1,0,3509021,Lanark,3509,Perth,21,5840,12.25,476.7346939,0.143382353,8.4,0.287671233,27853,0.056847545
9021,2014,m295,9021,9021,Perth Town,0.388,0.388,1,3,0,1,1,0,0.706,0.294,0,1,NA,NA,1,0,3509021,Lanark,3509,Perth,21,5775.589041,12.50890411,461.7182281,0.143657541,9.167123288,0.306915366,28961.16438,0.066031414
15014,2000,m297,15014,15014,Peterborough,0.489,0.489,0,3,0,0,0,0,,,,,0.592,0.368,0.224,0.776,3515014,Peterborough County,3515,Peterborough,14,71446,58.61,1219.006995,0.147222756,8.1,0.171948045,20455,0.096829847
15014,2003,m297,15014,15014,Peterborough,0.479,0.479,0,3,0,0,0,0,,,,,0.397,0.373,0.024,0.976,3515014,Peterborough County,3515,Peterborough,14,73172,58.505,1250.696522,0.135487222,8.1,0.183103529,22333.5,0.101256872
15014,2006,m297,15014,15014,Peterborough,0.48,0.48,1,3,0,0,0,1,,,,,0.486,0.224,0.262,0.738,3515014,Peterborough,3515,Peterborough,14,74898,58.4,1282.5,0.123751687,8.1,0.194259012,24212,0.105683897
15014,2010,m297,15014,15014,Peterborough,0.441,0.441,1,3,0,0,0,1,,,,,0.585,0.415,0.17,0.83,3515014,Peterborough,3515,Peterborough,14,78698,63.8,1233.510972,0.137726066,9.8,0.199936468,27801,0.088015717
15014,2014,m297,15014,15014,Peterborough,0.47,0.47,1,3,0,0,0,0,0.378,0,0.622,0,0.41,0.36,0.05,0.95,3515014,Peterborough,3515,Peterborough,14,81204.63014,64.41890411,1260.571431,0.126136462,10.03287671,0.213550648,30454.20548,0.090689529
14020,2000,m305,14022,14022,Port Hope,0.324,0.324,0,2,0,0,0,0,,,,,0.4,0.23,0.17,0.83,3514020,Northumberland County,3514,Port Hope and Hope,20,15605,278.99,55.93390444,0.110507246,6.4,0.144504966,24506,0.113139876
14020,2003,m305,14022,14022,Port Hope,0.414,0.414,0,2,0,0,0,0,,,,,0.52,0.47,0.05,0.95,3514020,Northumberland County,3514,Port Hope and Hope,20,15997.5,278.98,57.34282027,0.104250758,6.25,0.161636254,26131,0.111377329
14020,2006,m305,14022,14022,Port Hope,0.453,0.453,0,2,0,0,0,0,,,,,0.771,0.166,0.605,0.395,3514020,Northumberland,3514,Port Hope,20,16390,278.97,58.75183712,0.097994269,6.1,0.178767541,27756,0.109614782
14020,2010,m305,14022,14022,Port Hope,0.465,0.465,1,2,0,0,0,1,,,,,0.428,0.309,0.119,0.881,3514020,Northumberland,3514,Port Hope,20,16214,279.03,58.10844712,0.111695906,8.4,0.202281838,29388,0.096784464
14020,2014,m305,14022,14022,Port Hope,0.499,0.499,1,2,0,0,0,0,0.369,0,0.631,1,0.48,0.24,0.24,0.76,3514020,Northumberland,3514,Port Hope,20,16641.53425,279.0267123,59.6413659,0.106373596,8.542465753,0.225215689,31481.42466,0.09299875
7008,2000,m307,7008,7008,Prescott,0.523,0.523,0,1,0,0,0,0,,,,,0.7128,0.2324,0.4804,0.5196,3507008,Leeds and Grenville United Counties,3507,Prescott,8,4228,4.95,854.1414141,0.047923323,11,0.206953642,17382,0.091898428
7008,2003,m307,7008,7008,Prescott,0.474,0.474,0,1,0,0,0,0,,,,,0.6758,0.3138,0.362,0.638,3507008,Leeds and Grenville United Counties,3507,Prescott,8,4204,4.95,849.2929293,0.06430396,7.9,0.220103616,19508.5,0.086589608
7008,2006,m307,7008,7008,Prescott,0.417,0.417,0,1,0,0,0,0,,,,,0.655,0.345,0.31,0.69,3507008,Leeds and Grenville,3507,Prescott,8,4180,4.95,844.4444444,0.080684597,4.8,0.233253589,21635,0.081280788
7008,2010,m307,7008,7008,Prescott,0.483,0.483,0,1,0,0,0,0,,,,,0.625,0.375,0.25,0.75,3507008,Leeds and Grenville,3507,Prescott,8,4284,4.95,865.4545455,0.102525446,0.666666667,0.232205368,24470.33333,0.074202361
7008,2014,m307,7008,7008,Prescott,0.576,0.576,1,1,0,1,0,0,0.517,0.123,0.36,1,0.6435,0.2807,0.3628,0.6372,3507008,Leeds and Grenville,3507,Prescott,8,4270.630137,4.95,862.753563,0.124366296,0,0.247193252,27305.66667,0.067123935
13020,2000,m308,13002,13002,Prince Edward County,0.402,0.402,0,2,0,0,0,0,,,,,0.33,0.28,0.05,0.95,3513020,Prince Edward Division,3513,Prince Edward,20,24901,1049.99,23.71546396,0.11344086,6,0.191156982,20790,0.098932677
13020,2003,m308,13002,13002,Prince Edward County,0.397,0.397,0,2,0,0,0,0,,,,,0.36,0.25,0.11,0.89,3513020,Prince Edward Division,3513,Prince Edward,20,25198.5,1050.065,23.99708589,0.109836046,6,0.204325304,22815,0.098002239
13020,2006,m308,13002,13002,Prince Edward County,0.394,0.394,0,2,0,0,0,0,,,,,0.668,0.332,0.336,0.664,3513020,Prince Edward,3513,Prince Edward,20,25496,1050.14,24.27866761,0.106231231,6,0.217493626,24840,0.097071801
13020,2010,m308,13002,13002,Prince Edward County,0.496,0.496,1,2,0,0,0,1,,,,,0.332,0.221,0.111,0.889,3513020,Prince Edward,3513,Prince Edward County,20,25258,1050.45,24.04493312,0.11179173,8.4,0.252375297,27159,0.08636456
13020,2014,m308,13002,13002,Prince Edward County,0.438,0.438,1,2,0,0,0,0,0.216,0,0.784,0,0.51,0.3,0.21,0.79,3513020,Prince Edward,3513,Prince Edward County,20,25567.72603,1050.578767,24.33680065,0.108405436,8.728767123,0.272306198,29806.80822,0.083827174
12015,2000,m311,12010,12010,Quinte West,0.419,0.419,0,1,0,0,0,0,,,,,0.521,0.279,0.242,0.758,3512015,Hastings County,3512,Quinte West,15,41409,499.14,82.96069239,0.068635677,7.5,0.132338381,21791,0.080660836
12015,2003,m311,12010,12010,Quinte West,0.335,0.335,0,1,0,0,0,0,,,,,0.43,0.295,0.135,0.865,3512015,Hastings County,3512,Quinte West,15,42053,496.495,84.69974521,0.066646366,6.45,0.141295084,23779,0.078796495
12015,2006,m311,12010,12010,Quinte West,0.428,0.428,0,1,0,0,0,0,,,,,0.63,0.26,0.37,0.63,3512015,Hastings,3512,Quinte West,15,42697,493.85,86.45742634,0.064657055,5.4,0.150251786,25767,0.076932153
12015,2010,m311,12010,12010,Quinte West,0.293,0.293,0,1,0,0,0,0,,,,,0.8865,0.0567,0.8298,0.1702,3512015,Hastings,3512,Quinte West,15,43086,494.15,87.19214813,0.080492016,7.5,0.169200418,29337,0.064159812
12015,2014,m311,12010,12010,Quinte West,0.33,0.33,1,1,0,0,0,1,0.214,0,0.786,0,0.622,0.2287,0.3933,0.6067,3512015,Hastings,3512,Quinte West,15,43880.32877,491.1475342,89.34245966,0.080372119,6.579452055,0.182102464,32113.60274,0.060264907
47048,2000,m316,47048,47048,Renfrew,0.527,0.527,0,2,0,0,0,0,,,,,0.769,0.143,0.626,0.374,3547048,Renfrew County,3547,Renfrew,48,7942,12.77,621.92639,0.073339085,7.2,0.197683203,19404,0.039817232
47048,2003,m316,47048,47048,Renfrew,0.463,0.463,0,2,0,0,0,0,,,,,0.652,0.245,0.407,0.593,3547048,Renfrew County,3547,Renfrew,48,7894,12.77,618.1675803,0.075228329,6.85,0.211898927,21037.5,0.037047707
47048,2006,m316,47048,47048,Renfrew,0.442,0.442,0,2,0,0,0,0,,,,,NA,NA,1,0,3547048,Renfrew,3547,Renfrew,48,7846,12.77,614.4087706,0.077117573,6.5,0.22611465,22671,0.034278181
47048,2010,m316,47048,47048,Renfrew,0.522,0.522,1,2,0,1,0,0,,,,,0.456,0.355,0.101,0.899,3547048,Renfrew,3547,Renfrew,48,8218,12.77,643.5395458,0.081015719,13,0.243309002,24744,0.046675192
47048,2014,m316,47048,47048,Renfrew,0.538,0.538,1,2,0,1,0,0,0.464,0.105,0.431,1,0.38,0.28,0.1,0.9,3547048,Renfrew,3547,Renfrew,48,8213.726027,12.77,643.2048573,0.083723636,13.48767123,0.262022212,26907.61644,0.045186561
2048,2000,m319,2048,2048,Russell,0.477,0.477,0,1,0,0,0,0,,,,,0.3887,0.382,0.0067,0.9933,3502048,Prescott and Russell United Counties,3502,Russell,48,12412,198.96,62.38439887,0.147420147,2.8,0.062036739,32023,0.060309698
2048,2003,m319,2048,2048,Russell,0.468,0.468,0,1,0,0,0,0,,,,,NA,NA,NA,NA,3502048,Prescott and Russell United Counties,3502,Russell,48,13147.5,198.96,66.08112183,0.14219882,2.95,0.071349663,34761,0.060380632
2048,2006,m319,2048,2048,Russell,0.491,0.491,0,1,0,0,0,0,,,,,0.5361,0.254,0.2821,0.7179,3502048,Prescott and Russell,3502,Russell,48,13883,198.96,69.77784479,0.136977492,3.1,0.080662586,37499,0.060451566
2048,2010,m319,2048,2048,Russell,0.506,0.506,0,1,0,0,0,0,,,,,0.56,0.29,0.27,0.73,3502048,Prescott and Russell,3502,Russell,48,15247,199.06,76.59499648,0.15402432,4.3,0.092161364,43709,0.040531561
2048,2014,m319,2048,2048,Russell,0.364,0.364,1,1,0,1,1,0,0.79,0.21,0,1,0.419,0.2852,0.1338,0.8662,3502048,Prescott and Russell,3502,Russell,48,16280.17808,199.0736986,81.77965344,0.150351399,4.636986301,0.10445278,47710.26027,0.037884416
49003,2000,m327,49003,49003,Seguin,0.416,0.416,0,1,1,0,1,0,,,,,NA,NA,NA,NA,3549003,Parry Sound District,3549,Seguin,3,3698,586.11,6.309395847,0.090592334,3.1,0.178474851,19833,0.128378378
49003,2003,m327,49003,49003,Seguin,0.571,0.571,0,1,1,0,1,0,,,,,NA,NA,NA,NA,3549003,Parry Sound District,3549,Seguin,3,3987,586.14,6.802129184,0.079853403,3.8,0.192161402,22107.5,0.123253517
49003,2006,m327,49003,49003,Seguin,0.518,0.518,0,1,1,0,1,0,,,,,0.5195,0.259,0.2605,0.7395,3549003,Parry Sound,3549,Seguin,3,4276,586.17,7.294812085,0.069114471,4.5,0.205847953,24382,0.118128655
49003,2010,m327,49003,49003,Seguin,0.538,0.538,0,1,1,0,1,0,,,,,0.6283,0.4412,0.1871,0.8129,3549003,Parry Sound,3549,Seguin,3,3988,595.42,6.697793154,0.054795896,5.433333333,0.223057644,27414.66667,0.111295506
49003,2014,m327,49003,49003,Seguin,0.418,0.418,1,1,0,1,1,0,0.723,0.277,0,1,0.8345,0.1113,0.7232,0.2768,3549003,Parry Sound,3549,Seguin,3,4281.09589,596.7216438,7.174359996,0.04047732,6.366666667,0.241164044,30447.33333,0.104462358
58028,2000,m331,58028,58028,Shuniah,0.29,0.29,0,1,0,0,0,0,,,,,NA,NA,1,0,3558028,Thunder Bay District,3558,Shuniah,28,2466,569.2,4.332396346,0.154241645,8.9,0.131792376,28309,0.09127789
58028,2003,m331,58028,58028,Shuniah,0.427,0.427,0,1,0,0,0,0,,,,,NA,NA,1,0,3558028,Thunder Bay District,3558,Shuniah,28,2689.5,569.19,4.725135719,0.196717365,9.7,0.151806841,28656.5,0.089453378
58028,2006,m331,58028,58028,Shuniah,0.425,0.425,0,1,0,0,0,0,,,,,0.6,0.4,0.2,0.8,3558028,Thunder Bay,3558,Shuniah,28,2913,569.18,5.117888893,0.239193084,10.5,0.171821306,29004,0.087628866
58028,2010,m331,58028,58028,Shuniah,0.397,0.397,0,1,0,0,0,0,,,,,0.566,0.433,0.133,0.867,3558028,Thunder Bay,3558,Shuniah,28,2737,570.98,4.793512908,0.127725857,5.6,0.195612431,39814,0.057407407
58028,2014,m331,58028,58028,Shuniah,0.511,0.511,1,1,0,1,1,0,0.834,0.166,0,1,0.6328,0.3632,0.2696,0.7304,3558028,Thunder Bay,3558,Shuniah,28,2970.068493,571.2150685,5.199562576,0.161332544,5.849315068,0.221901833,41694.68493,0.051168043
41004,2000,m337,41004,41004,South Bruce,0.481,0.481,0,2,0,0,0,0,,,,,0.544,0.456,0.088,0.912,3541004,Bruce County,3541,South Bruce,4,6063,487.19,12.44483672,0.057317073,1.9,0.125350487,23082,0.042218543
41004,2003,m337,41004,41004,South Bruce,0.633,0.633,0,2,0,0,0,0,,,,,0.611,0.329,0.282,0.718,3541004,Bruce County,3541,South Bruce,4,6001,487.18,12.31782914,0.060753131,2.4,0.130493272,23469,0.038394263
41004,2006,m337,41004,41004,South Bruce,0.675,0.675,0,2,1,0,1,0,,,,,0.58,0.44,0.14,0.86,3541004,Bruce,3541,South Bruce,4,5939,487.17,12.19081635,0.064189189,2.9,0.135636057,23856,0.034569983
41004,2010,m337,41004,41004,South Bruce,0.512,0.512,1,2,0,1,0,0,,,,,0.563,0.437,0.126,0.874,3541004,Bruce,3541,South Bruce,4,5685,487.27,11.66704291,0.065436242,5,0.142480211,28580,0.043171806
41004,2014,m337,41004,41004,South Bruce,0.48,0.48,1,2,0,1,1,0,0.72,0.28,0,1,0.38,0.32,0.06,0.94,3541004,Bruce,3541,South Bruce,4,5578.863014,487.2721918,11.44917175,0.069560891,5.863013699,0.149335492,29672.43836,0.039949597
1020,2000,m339,1016,1016,South Dundas,0.582,0.582,0,4,1,0,1,0,,,,,0.473,0.356,0.117,0.883,3501020,"Stormont, Dundas and Glengarry United Counties",3501,South Dundas,20,10783,519.99,20.73693725,0.08524173,6.8,0.150236483,21192,0.073866293
1020,2003,m339,1016,1016,South Dundas,0.588,0.588,1,4,0,1,1,0,,,,,0.503,0.339,0.164,0.836,3501020,"Stormont, Dundas and Glengarry United Counties",3501,South Dundas,20,10659,519.985,20.49866823,0.082198702,5.85,0.160310458,23349,0.076261684
1020,2006,m339,1016,1016,South Dundas,0.593,0.593,1,4,0,1,1,0,,,,,0.53,0.34,0.19,0.81,3501020,"Stormont, Dundas and Glengarry",3501,South Dundas,20,10535,519.98,20.26039463,0.079155673,4.9,0.170384433,25506,0.078657074
1020,2010,m339,1016,1016,South Dundas,0.534,0.534,1,4,0,1,1,0,,,,,0.346,0.248,0.098,0.902,3501020,"Stormont, Dundas and Glengarry",3501,South Dundas,20,10794,520.1,20.75370121,0.057142857,5.2,0.207503474,28853,0.062940348
1020,2014,m339,1016,1016,South Dundas,0.505,0.505,1,4,0,0,0,0,0.529,0.224,0.247,1,0.67,0.33,0.34,0.66,3501020,"Stormont, Dundas and Glengarry",3501,South Dundas,20,10686.79452,520.1106849,20.54715435,0.050625836,4.147945205,0.224180245,31793.52055,0.063543712
10020,2000,m340,10013,10013,South Frontenac,0.502,0.502,0,3,0,0,0,0,,,,,0.819,0.181,0.638,0.362,3510020,Frontenac County,3510,South Frontenac,20,16415,941.29,17.43883394,0.133277098,4.8,0.10569601,25525,0.067682927
10020,2003,m340,10013,10013,South Frontenac,0.502,0.502,0,3,1,0,1,0,,,,,0.522,0.427,0.095,0.905,3510020,Frontenac County,3510,South Frontenac,20,17321,941.285,18.40144058,0.122115078,5.05,0.112107265,28296.5,0.064731085
10020,2006,m340,10013,10013,South Frontenac,0.432,0.432,1,3,0,1,1,0,,,,,0.504,0.479,0.025,0.975,3510020,Frontenac,3510,South Frontenac,20,18227,941.28,19.36405745,0.110953058,5.3,0.118518519,31068,0.061779242
10020,2010,m340,10013,10013,South Frontenac,0.441,0.441,1,3,0,1,1,0,,,,,0.586,0.492,0.094,0.906,3510020,Frontenac,3510,South Frontenac,20,18113,971.68,18.64091059,0.11040856,6.6,0.139939277,38216,0.065247443
10020,2014,m340,10013,10013,South Frontenac,0.37,0.37,1,3,0,1,1,0,0.741,0.259,0,1,0.47,0.43,0.04,0.96,3510020,Frontenac,3510,South Frontenac,20,19139.90411,975.8386301,19.6138004,0.097490003,7.065753425,0.150250961,42384.30137,0.062325898
1005,2000,m341,1002,1002,South Glengarry,0.135,0.135,0,4,0,0,0,0,,,,,0.5378,0.4621,0.0757,0.9243,3501005,"Stormont, Dundas and Glengarry United Counties",3501,South Glengarry,5,12700,604.92,20.99451167,0.10802139,4.8,0.148031496,21987,0.072050673
1005,2003,m341,1002,1002,South Glengarry,0.531,0.531,1,4,0,1,1,0,,,,,0.7,0.3,0.4,0.6,3501005,"Stormont, Dundas and Glengarry United Counties",3501,South Glengarry,5,12790,604.915,21.14346644,0.102773946,4.7,0.154955189,24754,0.073149213
1005,2006,m341,1002,1002,South Glengarry,0.48,0.48,1,4,0,1,1,0,,,,,NA,NA,1,0,3501005,"Stormont, Dundas and Glengarry",3501,South Glengarry,5,12880,604.91,21.29242367,0.097526502,4.6,0.161878882,27521,0.074247753
1005,2010,m341,1002,1002,South Glengarry,0.485,0.485,1,4,0,1,1,0,,,,,0.56,0.31,0.25,0.75,3501005,"Stormont, Dundas and Glengarry",3501,South Glengarry,5,13162,605.3,21.74458946,0.116115412,6.4,0.186479301,31705,0.070182241
1005,2014,m341,1002,1002,South Glengarry,0.44,0.44,1,4,0,1,1,0,0.796,0.204,0,1,0.63,0.37,0.26,0.74,3501005,"Stormont, Dundas and Glengarry",3501,South Glengarry,5,13304.19178,605.3476712,21.97776982,0.112623683,6.531506849,0.197816211,35462.09589,0.070889395
1011,2000,m344,1009,1009,South Stormont,0.47,0.47,0,4,0,0,0,0,,,,,0.609,0.391,0.218,0.782,3501011,"Stormont, Dundas and Glengarry United Counties",3501,South Stormont,11,11941,447.45,26.68678065,0.088600118,5.3,0.122686542,26104,0.048325562
1011,2003,m344,1009,1009,South Stormont,0.392,0.392,1,4,0,1,1,0,,,,,NA,NA,1,0,3501011,"Stormont, Dundas and Glengarry United Counties",3501,South Stormont,11,12230.5,447.455,27.33347487,0.081953933,5.85,0.132429533,26814.5,0.054251634
1011,2006,m344,1009,1009,South Stormont,0.473,0.473,1,4,0,1,1,0,,,,,0.72,0.28,0.44,0.56,3501011,"Stormont, Dundas and Glengarry",3501,South Stormont,11,12520,447.46,27.98015465,0.075307748,6.4,0.142172524,27525,0.060177706
1011,2010,m344,1009,1009,South Stormont,0.377,0.377,1,4,0,1,0,0,,,,,NA,NA,1,0,3501011,"Stormont, Dundas and Glengarry",3501,South Stormont,11,12617,447.5,28.19441341,0.084406295,6.9,0.160126833,32220,0.059557344
1011,2014,m344,1009,1009,South Stormont,0.486,0.486,1,4,0,1,0,0,0.545,0.095,0.36,1,0.56,0.44,0.12,0.88,3501011,"Stormont, Dundas and Glengarry",3501,South Stormont,11,12963.41096,447.5112329,28.96778898,0.078005006,7.601369863,0.17379744,33680.71233,0.066291405
39005,2000,m347,39003,39003,Southwest Middlesex,0.471,0.471,0,1,0,0,0,0,,,,,0.4719,0.2894,0.1825,0.8175,3539005,Middlesex County,3539,Southwest Middlesex,5,6144,427.92,14.35782389,0.070601852,4.1,0.13264974,22275,0.104958678
39005,2003,m347,39003,39003,Southwest Middlesex,0.421,0.421,0,1,0,0,0,0,,,,,0.5058,0.4941,0.0117,0.9883,3539005,Middlesex County,3539,Southwest Middlesex,5,6017,427.92,14.06103945,0.05570909,3.9,0.142301101,23987.5,0.100977193
39005,2006,m347,39003,39003,Southwest Middlesex,0.443,0.443,0,1,0,0,0,0,,,,,0.6878,0.3121,0.3757,0.6243,3539005,Middlesex,3539,Southwest Middlesex,5,5890,427.92,13.764255,0.040816327,3.7,0.151952462,25700,0.096995708
39005,2010,m347,39003,39003,Southwest Middlesex,0.328,0.328,0,1,0,0,0,0,,,,,NA,NA,1,0,3539005,Middlesex,3539,Southwest Middlesex,5,5860,427.97,13.69254854,0.05984252,8,0.178327645,24733,0.059843886
39005,2014,m347,39003,39003,Southwest Middlesex,0.491,0.491,1,1,0,1,1,0,0.67,0.33,0,1,0.5038,0.4961,0.0077,0.9923,3539005,Middlesex,3539,Southwest Middlesex,5,5709.753425,427.9768493,13.34126702,0.04531197,8.35890411,0.193046359,26571.08219,0.050173161
43009,2000,m350,43040,43040,Springwater,0.314,0.314,0,1,0,0,0,0,,,,,0.7264,0.2736,0.4528,0.5472,3543009,Simcoe County,3543,Springwater,9,16104,536.3,30.02796942,0.134321653,5,0.102459016,25967,0.094569288
43009,2003,m350,43040,43040,Springwater,0.049,0.049,0,1,0,0,0,0,,,,,NA,NA,1,0,3543009,Simcoe County,3543,Springwater,9,16780,536.3,31.28845795,0.127128844,5.25,0.110651043,28040,0.097313396
43009,2006,m350,43040,43040,Springwater,0.306,0.306,0,1,0,0,0,0,,,,,0.559,0.441,0.118,0.882,3543009,Simcoe,3543,Springwater,9,17456,536.3,32.54894649,0.119936034,5.5,0.11884307,30113,0.100057504
43009,2010,m350,43040,43040,Springwater,0.388,0.388,0,1,0,1,0,0,,,,,0.5638,0.3279,0.2359,0.7641,3543009,Simcoe,3543,Springwater,9,18223,536.23,33.98355183,0.140562249,7.9,0.126234907,33653,0.087724138
43009,2014,m350,43040,43040,Springwater,0.426,0.426,1,1,0,1,0,0,0.584,0.049,0.367,1,0.5812,0.4187,0.1625,0.8375,3543009,Simcoe,3543,Springwater,9,19105.93151,536.220411,35.63074273,0.1351111,8.516438356,0.136673929,36523.30137,0.08919224
11030,2000,m358,11023,11023,Stone Mills,0.305,0.305,0,1,0,0,0,0,,,,,NA,NA,1,0,3511030,Lennox and Addington County,3511,Stone Mills,30,7337,688.33,10.65913152,0.082386364,6.1,0.104947526,23988,0.058099795
11030,2003,m358,11023,11023,Stone Mills,0.29,0.29,0,1,0,0,0,0,,,,,0.5278,0.4721,0.0557,0.9443,3511030,Lennox and Addington County,3511,Stone Mills,30,7452.5,688.305,10.82732219,0.091135777,5.05,0.107001192,25564.5,0.061435886
11030,2006,m358,11023,11023,Stone Mills,0.307,0.307,0,1,0,0,0,0,,,,,NA,NA,NA,NA,3511030,Lennox and Addington,3511,Stone Mills,30,7568,688.28,10.99552508,0.099885189,4,0.109054858,27141,0.064771976
11030,2010,m358,11023,11023,Stone Mills,0.297,0.297,0,1,0,0,0,0,,,,,0.532,0.468,0.064,0.936,3511030,Lennox and Addington,3511,Stone Mills,30,7560,708.83,10.6654628,0.089347079,6.1,0.133597884,30516,0.0464499
11030,2014,m358,11023,11023,Stone Mills,0.46,0.46,1,1,0,1,0,0,0.503,0.143,0.354,1,0.5521,0.4478,0.1043,0.8957,3511030,Lennox and Addington,3511,Stone Mills,30,7691.808219,711.6163014,10.80892639,0.097971319,5.179452055,0.139323065,32792.38356,0.047778816
31011,2000,m359,31011,31011,Stratford,0.522,0.522,0,2,0,0,0,0,,,,,0.599,0.401,0.198,0.802,3531011,Perth County,3531,Stratford,11,29676,21.92,1353.832117,0.134841838,4.8,0.143381857,25677,0.117374914
31011,2003,m359,31011,31011,Stratford,0.498,0.498,0,2,0,0,0,0,,,,,0.466,0.411,0.055,0.945,3531011,Perth County,3531,Stratford,11,30068.5,23.6,1274.088983,0.119192876,4.9,0.153601631,27218.5,0.117045766
